DexNumber,Name,DefName,Generation,Type1,Type2,HP,Attack,Defense,SpAttack,SpDefense,Speed,Size,SizeMulti,Mass,GenderDifference,BaseFriendship,GenderLess,FemaleRatio,EvolTier,EvolLine,EvolMax,LvlBasedEvolution,EvolLvl,Baby,Fossil,Legendary,ParticularSpawn,Rarity,MinWildLvl,MaxWildLvl,XpCategory,CatchRate,EggGroup1,EggGroup2,EggCycles,EggLayTime,EggHatchTime,ExpYield,HPEv,AttackEv,DefenseEv,SpAttackEv,SpDefenseEv,SpeedEv,RimworldShape
431,Glameow,Glameow,4,Normal,,49,55,42,42,37,85,0.5,1,3.9,0,50,0,0.75,1,220,0,1,38,0,0,0,0,1,5,12,Fast,190,Field,,20,6.7,13.3,71,0,0,0,0,0,1,QuadrupedPokemonWithPaws
432,Purugly,Purugly,4,Normal,,71,82,64,64,59,112,1,1,43.8,0,50,0,0.75,2,220,1,0,0,0,0,0,0,4,38,42,Fast,75,Field,,20,6.7,13.3,183,0,0,0,0,0,2,QuadrupedPokemonWithPaws
433,Chingling,Chingling,4,Psychic,,45,30,50,65,50,45,0.2,1,0.6,0,50,0,0.5,1,184,0,0,0,1,0,0,0,3,2,5,Fast,120,Undiscovered,,25,8.3,16.7,74,0,0,0,1,0,0,BipedPokemon
434,Stunky,Stunky,4,Poison,Dark,63,63,47,41,41,74,0.4,1,19.2,0,50,0,0.5,1,221,0,1,34,0,0,0,0,1,5,12,MediumFast,225,Field,,20,6.7,13.3,79,0,0,0,0,0,1,QuadrupedPokemonWithPaws
435,Skuntank,Skuntank,4,Poison,Dark,103,93,67,71,61,84,1,1,38,0,50,0,0.5,2,221,1,0,0,0,0,0,0,4,34,40,MediumFast,60,Field,,20,6.7,13.3,209,2,0,0,0,0,0,QuadrupedPokemonWithPaws
436,Bronzor,Bronzor,4,Steel,Psychic,57,24,86,24,86,23,0.5,1,60.5,0,50,1,-1,1,222,0,1,33,0,0,0,1,4,20,20,MediumFast,255,Mineral,,20,6.7,13.3,72,0,0,1,0,0,0,HeadPokemon
437,Bronzong,Bronzong,4,Steel,Psychic,67,89,116,79,116,33,1.3,1,187,0,50,1,-1,2,222,1,0,0,0,0,0,1,6,35,40,MediumFast,90,Mineral,,20,6.7,13.3,188,0,0,1,0,1,0,HeadPokemonWithArms
438,Bonsly,Bonsly,4,Rock,,50,80,95,10,45,10,0.5,1,15,0,50,0,0.5,1,91,0,0,0,1,0,0,0,3,2,5,MediumFast,255,Undiscovered,,20,6.7,13.3,68,0,0,1,0,0,0,HeadPokemonWithLegs
439,Mime Jr.,MimeJr,4,Psychic,Fairy,20,25,45,70,90,60,0.6,1,13,0,50,0,0.5,1,57,0,0,0,1,0,0,0,3,2,5,MediumFast,145,Undiscovered,,25,8.3,16.7,78,0,0,0,0,1,0,BipedPokemon
440,Happiny,Happiny,4,Normal,,100,5,5,15,65,30,0.6,1,24.4,0,140,0,1,1,51,0,0,0,1,0,0,0,3,2,5,Fast,130,Undiscovered,,40,13.3,26.7,255,1,0,0,0,0,0,BipedPokemon
441,Chatot,Chatot,4,Normal,Flying,76,65,45,92,42,91,0.5,1,1.9,0,35,0,0.5,1,223,1,0,0,0,0,0,0,4,12,18,MediumSlow,30,Flying,,20,6.7,13.3,107,0,1,0,0,0,0,WingedPokemonWithBeak
442,Spiritomb,Spiritomb,4,Ghost,Dark,50,92,108,92,108,35,1,1,108,0,50,0,0.5,1,224,1,0,0,0,0,0,1,6,25,25,MediumFast,100,Amorphous,,30,10,20,168,0,0,1,0,1,0,HeadPokemonWithBody
443,Gible,Gible,4,Dragon,Ground,58,70,45,40,45,42,0.7,1,20.5,1,50,0,0.5,1,225,0,1,24,0,0,0,0,5,8,16,Slow,45,Monster,Dragon,40,13.3,26.7,67,0,1,0,0,0,0,BipedPokemonWithTail
444,Gabite,Gabite,4,Dragon,Ground,68,90,65,50,55,82,1.4,1,56,1,50,0,0.5,2,225,0,1,48,0,0,0,0,7,30,36,Slow,45,Monster,Dragon,40,13.3,26.7,144,0,2,0,0,0,0,BipedPokemonWithTail
445,Garchomp,Garchomp,4,Dragon,Ground,108,130,95,80,85,102,1.9,1,95,1,50,0,0.5,3,225,1,0,0,0,0,0,0,9,55,58,Slow,45,Monster,Dragon,40,13.3,26.7,218,0,3,0,0,0,0,BipedPokemonWithTail
446,Munchlax,Munchlax,4,Normal,,135,85,40,40,85,5,0.6,1,105,0,50,0,0.125,1,72,0,0,0,1,0,0,0,3,2,5,Slow,50,Undiscovered,,40,13.3,26.7,94,1,0,0,0,0,0,BipedPokemon
447,Riolu,Riolu,4,Fighting,,40,70,40,35,40,60,0.7,1,20.2,0,50,0,0.125,1,226,0,0,0,1,0,0,0,3,2,5,MediumSlow,75,Undiscovered,,25,8.3,16.7,72,0,1,0,0,0,0,BipedPokemonWithTail
448,Lucario,Lucario,4,Fighting,Steel,70,110,70,115,70,90,1.2,1,54,0,50,0,0.125,2,226,1,0,0,0,0,0,0,6,22,28,MediumSlow,45,Field,HumanLike,25,8.3,16.7,204,0,1,0,1,0,0,BipedPokemonWithTail
449,Hippopotas,Hippopotas,4,Ground,,68,72,78,38,42,32,0.8,1,49.5,1,50,0,0.5,1,227,0,1,34,0,0,0,0,2,6,12,Slow,140,Field,,30,10,20,95,0,0,1,0,0,0,QuadrupedPokemonWithPaws
450,Hippowdon,Hippowdon,4,Ground,,108,112,118,68,72,47,2,1,300,1,50,0,0.5,2,227,1,0,0,0,0,0,0,6,34,40,Slow,60,Field,,30,10,20,198,0,0,2,0,0,0,QuadrupedPokemonWithPaws
451,Skorupi,Skorupi,4,Poison,Bug,40,50,90,30,55,65,0.8,1,12,0,50,0,0.5,1,228,0,1,40,0,0,0,0,2,6,12,Slow,120,Bug,Water3,20,6.7,13.3,114,0,0,1,0,0,0,InsectPokemonWith4LegsAndClaws
452,Drapion,Drapion,4,Poison,Dark,70,90,110,60,75,95,1.3,1,61.5,0,50,0,0.5,2,228,1,0,0,0,0,0,0,6,40,45,Slow,45,Bug,Water3,20,6.7,13.3,204,0,0,2,0,0,0,InsectPokemonWith4LegsAndClaws
453,Croagunk,Croagunk,4,Poison,Fighting,48,61,40,61,40,50,0.7,1,23,0,100,0,0.5,1,229,0,1,37,0,0,0,0,2,6,12,MediumFast,140,HumanLike,,10,3.3,6.7,83,0,1,0,0,0,0,BipedPokemon
454,Toxicroak,Toxicroak,4,Poison,Fighting,83,106,65,86,65,85,1.3,1,44.4,0,50,0,0.5,2,229,1,0,0,0,0,0,0,6,37,42,MediumFast,75,HumanLike,,20,6.7,13.3,181,0,2,0,0,0,0,BipedPokemon
455,Carnivine,Carnivine,4,Grass,,74,100,72,90,72,46,1.4,1,27,0,50,0,0.5,1,230,1,0,0,0,0,0,0,4,22,28,Slow,200,Grass,,25,8.3,16.7,164,0,2,0,0,0,0,TentaclePokemon
456,Finneon,Finneon,4,Water,,49,49,56,49,61,66,0.4,1,7,0,50,0,0.5,1,231,0,1,31,0,0,0,0,2,5,12,Erratic,190,Water2,,20,6.7,13.3,90,0,0,0,0,0,1,FishPokemonWithPectoralCaudalDorsalFins
457,Lumineon,Lumineon,4,Water,,69,69,76,69,86,91,1.2,1,24,0,50,0,0.5,2,231,1,0,0,0,0,0,0,5,32,36,Erratic,75,Water2,,20,6.7,13.3,156,0,0,0,0,0,2,FishPokemonWithPectoralCaudalDorsalFins
458,Mantyke,Mantyke,4,Water,Flying,45,20,50,60,120,50,1,1,65,0,50,0,0.5,1,116,0,0,0,1,0,0,0,3,2,5,Slow,25,Undiscovered,,25,8.3,16.7,108,0,0,0,0,1,0,WingedPokemonWithJaw
459,Snover,Snover,4,Grass,Ice,60,62,50,62,60,40,1,1,50.5,0,50,0,0.5,1,232,0,1,40,0,0,0,0,2,6,12,Slow,120,Monster,Grass,20,6.7,13.3,131,0,1,0,0,0,0,BipedPokemonWithTail
460,Abomasnow,Abomasnow,4,Grass,Ice,90,92,75,92,85,60,2.2,1,135.5,0,50,0,0.5,2,232,1,0,0,0,0,0,0,6,40,45,Slow,60,Monster,Grass,20,6.7,13.3,214,0,1,0,1,0,0,BipedPokemonWithTail
461,Weavile,Weavile,4,Dark,Ice,70,120,65,45,85,125,1.1,1,34,0,35,0,0.5,2,109,1,0,0,0,0,0,0,7,28,34,MediumSlow,45,Field,,20,6.7,13.3,199,0,1,0,0,0,1,BipedPokemonWithTail
462,Magnezone,Magnezone,4,Electric,Steel,70,70,115,130,90,60,1.2,1,180,0,50,1,-1,3,34,1,0,0,0,0,0,0,7,40,45,MediumFast,30,Mineral,,20,6.7,13.3,211,0,0,0,3,0,0,HeadPokemonWithArms
463,Lickilicky,Lickilicky,4,Normal,,110,85,95,80,95,50,1.7,1,140,0,50,0,0.5,2,48,1,0,0,0,0,0,0,7,35,40,MediumFast,30,Monster,,20,6.7,13.3,193,3,0,0,0,0,0,BipedPokemon
464,Rhyperior,Rhyperior,4,Ground,Rock,115,140,130,55,55,40,2.4,1,282.8,0,50,0,0.5,3,50,1,0,0,0,0,0,0,8,50,55,Slow,30,Monster,Field,20,6.7,13.3,217,0,3,0,0,0,0,BipedPokemonWithTail
465,Tangrowth,Tangrowth,4,Grass,,100,100,125,110,50,50,2,1,128.6,0,50,0,0.5,2,52,1,0,0,0,0,0,0,7,35,40,MediumFast,30,Grass,,20,6.7,13.3,211,0,0,2,0,0,0,BipedPokemon
466,Electivire,Electivire,4,Electric,,75,123,67,95,85,95,1.8,1,138.6,0,50,0,0.25,3,60,1,0,0,0,0,0,0,7,45,50,MediumFast,30,HumanLike,,25,8.3,16.7,199,0,3,0,0,0,0,BipedPokemonWithTail
467,Magmortar,Magmortar,4,Fire,,75,95,67,125,95,83,1.6,1,68,0,50,0,0.25,3,61,1,0,0,0,0,0,0,7,45,50,MediumFast,30,HumanLike,,25,8.3,16.7,199,0,0,0,3,0,0,BipedPokemonWithTail
468,Togekiss,Togekiss,4,Fairy,Flying,85,50,95,120,115,80,1.5,1,38,0,50,0,0.125,3,87,1,0,0,0,0,0,0,8,32,38,Fast,30,Flying,Fairy,10,3.3,6.7,220,0,0,0,2,1,0,WingedPokemonWithJaw
469,Yanmega,Yanmega,4,Bug,Flying,86,76,86,116,56,95,1.9,1,51.5,0,50,0,0.5,2,95,1,0,0,0,0,0,0,7,40,45,MediumFast,30,Bug,,20,6.7,13.3,198,0,2,0,0,0,0,InsectPokemonWithWingsAndLegs
470,Leafeon,Leafeon,4,Grass,,65,110,130,60,65,95,1,1,25.5,0,35,0,0.125,2,67,1,0,0,0,0,0,0,7,26,34,MediumFast,45,Field,,35,11.7,23.3,196,0,0,2,0,0,0,QuadrupedPokemonWithPaws
471,Glaceon,Glaceon,4,Ice,,65,60,110,130,95,65,0.8,1,25.9,0,35,0,0.125,2,67,1,0,0,0,0,0,0,7,26,34,MediumFast,45,Field,,35,11.7,23.3,196,0,0,0,2,0,0,QuadrupedPokemonWithPaws
472,Gliscor,Gliscor,4,Ground,Flying,75,95,125,45,75,95,2,1,42.5,0,50,0,0.5,2,104,1,0,0,0,0,0,0,7,40,45,MediumSlow,30,Bug,,20,6.7,13.3,192,0,0,2,0,0,0,WingedPokemonWithJaw
473,Mamoswine,Mamoswine,4,Ice,Ground,110,130,80,70,60,80,2.5,1,291,0,50,0,0.5,3,112,1,0,0,0,0,0,0,7,40,45,Slow,50,Field,,20,6.7,13.3,207,0,3,0,0,0,0,QuadrupedPokemonWithPaws
474,Porygon-Z,PorygonZ,4,Normal,,85,80,70,135,75,90,0.9,1,34,0,50,1,-1,3,68,1,0,0,0,0,0,1,8,20,20,MediumFast,30,Mineral,,20,6.7,13.3,185,0,0,0,3,0,0,HeadPokemonWithArms
475,Gallade,Gallade,4,Psychic,Fighting,68,125,65,65,115,80,1.6,1,52,0,35,0,0,3,140,1,0,0,0,0,0,0,8,34,40,Slow,45,HumanLike,Amorphous,20,6.7,13.3,208,0,3,0,0,0,0,BipedPokemon
476,Probopass,Probopass,4,Rock,Steel,60,55,145,75,150,40,1.4,1,340,0,50,0,0.5,2,147,1,0,0,0,0,0,0,7,40,45,MediumFast,60,Mineral,,20,6.7,13.3,198,0,0,1,0,2,0,HeadPokemonWithArms
477,Dusknoir,Dusknoir,4,Ghost,,45,100,135,65,135,45,2.2,1,106.6,0,35,0,0.5,3,182,1,0,0,0,0,0,0,7,45,50,Fast,45,Amorphous,,25,8.3,16.7,210,0,0,1,0,2,0,HeadPokemonWithArms
478,Froslass,Froslass,4,Ice,Ghost,70,80,70,80,70,110,1.3,1,26.6,0,50,0,1,2,186,1,0,0,0,0,0,0,7,42,48,MediumFast,75,Fairy,Mineral,20,6.7,13.3,187,0,0,0,0,0,2,HeadPokemonWithArms
479,Rotom,Rotom,4,Electric,Ghost,50,50,77,95,77,91,0.3,1,0.3,0,50,1,-1,1,233,1,0,0,0,0,0,1,4,20,20,MediumFast,45,Amorphous,,20,6.7,13.3,132,0,0,0,1,0,1,HeadPokemon
480,Uxie,Uxie,4,Psychic,,75,75,130,75,130,95,0.3,1,0.3,0,140,1,-1,1,234,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,210,0,0,2,0,1,0,BipedPokemonWithTail
481,Mesprit,Mesprit,4,Psychic,,80,105,105,105,105,80,0.3,1,0.3,0,140,1,-1,1,235,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,210,0,1,0,1,1,0,BipedPokemonWithTail
482,Azelf,Azelf,4,Psychic,,75,125,70,125,70,115,0.3,1,0.3,0,140,1,-1,1,236,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,80,26.7,53.3,210,0,2,0,1,0,0,BipedPokemonWithTail
483,Dialga,Dialga,4,Steel,Dragon,100,120,120,150,100,90,5.4,2,683,0,0,1,-1,1,237,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,0,0,3,0,0,QuadrupedPokemonWithPaws
484,Palkia,Palkia,4,Water,Dragon,90,120,100,150,120,100,4.2,2,336,0,0,1,-1,1,238,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,0,0,3,0,0,BipedPokemonWithTail
485,Heatran,Heatran,4,Fire,Steel,91,90,106,130,106,77,1.7,1,430,0,100,0,0.5,1,239,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,10,3.3,6.7,215,0,0,0,3,0,0,QuadrupedPokemonWithPaws
486,Regigigas,Regigigas,4,Normal,,110,160,110,80,110,100,3.7,2,420,0,0,1,-1,1,240,1,0,0,0,0,1,0,10,70,70,Slow,3,Undiscovered,,120,40,80,220,0,3,0,0,0,0,BipedPokemon
487,Giratina,Giratina,4,Ghost,Dragon,150,100,120,100,120,90,4.5,2,750,0,0,1,-1,1,241,1,0,0,0,0,1,0,10,80,80,Slow,3,Undiscovered,,120,40,80,220,3,0,0,0,0,0,QuadrupedPokemonWithPawsAndTail
488,Cresselia,Cresselia,4,Psychic,,120,70,120,75,130,85,1.5,1,85.6,0,100,0,1,1,242,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,210,0,0,0,0,3,0,SnakePokemon
489,Phione,Phione,4,Water,,80,80,80,80,80,80,0.4,1,3.1,0,50,1,-1,1,243,1,0,0,0,0,1,0,10,30,30,Slow,30,Water1,Fairy,40,13.3,26.7,165,1,0,0,0,0,0,HeadPokemonWithArms
490,Manaphy,Manaphy,4,Water,,100,100,100,100,100,100,0.3,1,1.4,0,50,1,-1,1,244,1,0,0,0,0,1,0,10,30,30,Slow,3,Water1,Fairy,40,13.3,26.7,215,3,0,0,0,0,0,BipedPokemon
491,Darkrai,Darkrai,4,Dark,,70,90,90,135,90,125,1.5,1,50.5,0,0,1,-1,1,245,1,0,0,0,0,1,0,10,50,50,Slow,3,Undiscovered,,120,40,80,210,0,0,0,2,0,1,BipedPokemon
492,Shaymin,Shaymin,4,Grass,,100,100,100,100,100,100,0.2,1,2.1,0,100,1,-1,1,246,1,0,0,0,0,1,0,10,30,30,MediumSlow,45,Undiscovered,,120,40,80,64,3,0,0,0,0,0,QuadrupedPokemonWithPaws
493,Arceus,Arceus,4,Normal,,120,120,120,120,120,120,3.2,2,320,0,0,1,-1,1,247,1,0,0,0,0,1,0,10,90,90,Slow,3,Undiscovered,,120,40,80,255,3,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
494,Victini,Victini,5,Psychic,Fire,100,100,100,100,100,100,0.4,1,4,0,100,1,-1,1,248,1,0,0,0,0,1,0,10,20,20,Slow,3,Undiscovered,,120,40,80,270,3,0,0,0,0,0,BipedPokemonWithTail
495,Snivy,Snivy,5,Grass,,45,45,55,45,55,63,0.6,1,8.1,0,70,0,0.125,1,249,0,1,17,0,0,0,0,3,20,20,MediumSlow,45,Field,Grass,20,6.7,13.4,62,0,0,0,0,0,1,BipedPokemonWithTail
496,Servine,Servine,5,Grass,,60,60,75,60,75,83,0.8,1,16,0,70,0,0.125,2,249,0,1,36,0,0,0,0,5,20,20,MediumSlow,45,Field,Grass,20,6.7,13.4,145,0,0,0,0,0,2,BipedPokemonWithTail
497,Serperior,Serperior,5,Grass,,75,75,95,75,95,113,3.3,1,63,0,70,0,0.125,3,249,1,0,0,0,0,0,0,7,20,20,MediumSlow,45,Field,Grass,20,6.7,13.4,238,0,0,0,0,0,3,SnakePokemon
498,Tepig,Tepig,5,Fire,,65,63,45,45,45,45,0.5,1,9.9,0,70,0,0.125,1,250,0,1,17,0,0,0,0,3,20,20,MediumSlow,45,Field,,20,6.7,13.4,62,1,0,0,0,0,0,QuadrupedPokemonWithHoovesAndTail
499,Pignite,Pignite,5,Fire,Fighting,90,93,55,70,55,55,1,1,55.5,0,70,0,0.125,2,250,0,1,36,0,0,0,0,5,20,20,MediumSlow,45,Field,,20,6.7,13.4,146,0,2,0,0,0,0,BipedPokemonWithTail
500,Emboar,Emboar,5,Fire,Fighting,110,123,65,100,65,65,1.6,1,150,0,70,0,0.125,3,250,1,0,0,0,0,0,0,7,20,20,MediumSlow,45,Field,,20,6.7,13.4,238,0,3,0,0,0,0,BipedPokemonWithTail
501,Oshawott,Oshawott,5,Water,,55,55,45,63,45,45,0.5,1,5.9,0,70,0,0.125,1,251,0,1,17,0,0,0,0,3,20,20,MediumSlow,45,Field,,20,6.7,13.4,62,0,0,0,1,0,0,BipedPokemonWithTail
502,Dewott,Dewott,5,Water,,75,75,60,83,60,60,0.8,1,24.5,0,70,0,0.125,2,251,0,1,36,0,0,0,0,5,20,20,MediumSlow,45,Field,,20,6.7,13.4,145,0,0,0,2,0,0,BipedPokemonWithTail
503,Samurott,Samurott,5,Water,,95,100,85,108,70,70,1.5,1,94.6,0,70,0,0.125,3,251,1,0,0,0,0,0,0,7,20,20,MediumSlow,45,Field,,20,6.7,13.4,238,0,0,0,3,0,0,QuadrupedPokemonWithHoovesAndTail
504,Patrat,Patrat,5,Normal,,45,55,39,35,39,42,0.5,1,11.6,0,70,0,0.5,1,252,0,1,20,0,0,0,0,1,20,20,MediumFast,255,Field,,15,5,10,51,0,1,0,0,0,0,BipedPokemonWithTail
505,Watchog,Watchog,5,Normal,,60,85,69,60,69,77,1.1,1,27,0,70,0,0.5,2,252,1,0,0,0,0,0,0,3,20,20,MediumFast,255,Field,,20,6.7,13.4,147,0,2,0,0,0,0,BipedPokemonWithTail
506,Lillipup,Lillipup,5,Normal,,45,60,45,25,45,55,0.4,1,4.1,0,70,0,0.5,1,253,0,1,16,0,0,0,0,1,20,20,MediumSlow,255,Field,,15,5,10,55,0,1,0,0,0,0,QuadrupedPokemonWithPawsAndTail
507,Herdier,Herdier,5,Normal,,65,80,65,35,65,60,0.9,1,14.7,0,70,0,0.5,2,253,0,1,32,0,0,0,0,3,20,20,MediumSlow,120,Field,,15,5,10,130,0,2,0,0,0,0,QuadrupedPokemonWithPawsAndTail
508,Stoutland,Stoutland,5,Normal,,85,110,90,45,90,80,1.2,1,61,0,70,0,0.5,3,253,1,0,0,0,0,0,0,5,20,20,MediumSlow,45,Field,,15,5,10,225,0,3,0,0,0,0,QuadrupedPokemonWithPawsAndTail
509,Purrloin,Purrloin,5,Dark,,41,50,37,50,37,66,0.4,1,10.1,0,70,0,0.5,1,254,0,1,20,0,0,0,0,2,20,20,MediumFast,255,Field,,20,6.7,13.4,56,0,0,0,0,0,1,QuadrupedPokemonWithPawsAndTail
510,Liepard,Liepard,5,Dark,,64,88,50,88,50,106,1.1,1,37.5,0,70,0,0.5,2,254,1,0,0,0,0,0,0,4,20,20,MediumFast,90,Field,,20,6.7,13.4,156,0,0,0,0,0,2,QuadrupedPokemonWithPawsAndTail
511,Pansage,Pansage,5,Grass,,50,53,48,53,48,64,0.6,1,10.5,0,70,0,0.125,1,255,0,0,0,0,0,0,0,2,20,20,MediumFast,190,Field,,20,6.7,13.4,63,0,0,0,0,0,1,BipedPokemonWithTail
512,Simisage,Simisage,5,Grass,,75,98,63,98,63,101,1.1,1,30.5,0,70,0,0.125,2,255,1,0,0,0,0,0,0,5,20,20,MediumFast,75,Field,,20,6.7,13.4,174,0,0,0,0,0,2,BipedPokemonWithTail
513,Pansear,Pansear,5,Fire,,50,53,48,53,48,64,0.6,1,11,0,70,0,0.125,1,256,0,0,0,0,0,0,0,2,20,20,MediumFast,190,Field,,20,6.7,13.4,63,0,0,0,0,0,1,BipedPokemonWithTail
514,Simisear,Simisear,5,Fire,,75,98,63,98,63,101,1,1,28,0,70,0,0.125,2,256,1,0,0,0,0,0,0,5,20,20,MediumFast,75,Field,,20,6.7,13.4,174,0,0,0,0,0,2,BipedPokemonWithTail
515,Panpour,Panpour,5,Water,,50,53,48,53,48,64,0.6,1,13.5,0,70,0,0.125,1,257,0,0,0,0,0,0,0,2,20,20,MediumFast,190,Field,,20,6.7,13.4,63,0,0,0,0,0,1,BipedPokemonWithTail
516,Simipour,Simipour,5,Water,,75,98,63,98,63,101,1,1,29,0,70,0,0.125,2,257,1,0,0,0,0,0,0,5,20,20,MediumFast,75,Field,,20,6.7,13.4,174,0,0,0,0,0,2,BipedPokemonWithTail
517,Munna,Munna,5,Psychic,,76,25,45,67,55,24,0.6,1,23.3,0,70,0,0.5,1,258,0,0,0,0,0,0,0,2,20,20,Fast,190,Field,,10,3.3,6.6,58,1,0,0,0,0,0,HeadPokemonWithLegs
518,Musharna,Musharna,5,Psychic,,116,55,85,107,95,29,1.1,1,60.5,0,70,0,0.5,2,258,1,0,0,0,0,0,0,5,20,20,Fast,75,Field,,10,3.3,6.6,170,2,0,0,0,0,0,HeadPokemonWithLegs
519,Pidove,Pidove,5,Normal,Flying,50,55,50,36,30,43,0.3,1,2.1,0,70,0,0.5,1,259,0,1,21,0,0,0,0,1,20,20,MediumSlow,255,Flying,,15,5,10,53,0,1,0,0,0,0,WingedPokemonWithBeak
520,Tranquill,Tranquill,5,Normal,Flying,62,77,62,50,42,65,0.6,1,15,0,70,0,0.5,2,259,0,1,32,0,0,0,0,3,20,20,MediumSlow,120,Flying,,15,5,10,125,0,2,0,0,0,0,WingedPokemonWithBeak
521,Unfezant,Unfezant,5,Normal,Flying,80,115,80,65,55,93,1.2,1,29,1,70,0,0.5,3,259,1,0,0,0,0,0,0,5,20,20,MediumSlow,45,Flying,,15,5,10,220,0,3,0,0,0,0,WingedPokemonWithBeak
522,Blitzle,Blitzle,5,Electric,,45,60,32,50,32,76,0.8,1,29.8,0,70,0,0.5,1,260,0,1,27,0,0,0,0,2,20,20,MediumFast,190,Field,,20,6.7,13.4,59,0,0,0,0,0,1,QuadrupedPokemonWithHoovesAndTail
523,Zebstrika,Zebstrika,5,Electric,,75,100,63,80,63,116,1.6,1,79.5,0,70,0,0.5,2,260,1,0,0,0,0,0,0,5,20,20,MediumFast,75,Field,,20,6.7,13.4,174,0,0,0,0,0,2,QuadrupedPokemonWithHoovesAndTail
524,Roggenrola,Roggenrola,5,Rock,,55,75,85,25,25,15,0.4,1,18,0,70,0,0.5,1,261,0,1,25,0,0,0,0,2,20,20,MediumSlow,255,Mineral,,15,5,10,56,0,0,1,0,0,0,HeadPokemonWithLegs
525,Boldore,Boldore,5,Rock,,70,105,105,50,40,20,0.9,1,102,0,70,0,0.5,2,261,0,0,0,0,0,0,0,4,20,20,MediumSlow,120,Mineral,,15,5,10,137,0,1,1,0,0,0,HeadPokemonWithLegs
526,Gigalith,Gigalith,5,Rock,,85,135,130,60,80,25,1.7,1,260,0,70,0,0.5,3,261,1,0,0,0,0,0,0,6,20,20,MediumSlow,45,Mineral,,15,5,10,232,0,3,0,0,0,0,QuadrupedPokemonWithPaws
527,Woobat,Woobat,5,Psychic,Flying,65,45,43,55,43,72,0.4,1,2.1,0,70,0,0.5,1,262,0,0,0,0,0,0,0,2,20,20,MediumFast,190,Flying,Field,15,5,10,65,0,0,0,0,0,1,WingedPokemonWithJaw
528,Swoobat,Swoobat,5,Psychic,Flying,67,57,55,77,55,114,0.9,1,10.5,0,70,0,0.5,2,262,1,0,0,0,0,0,0,5,20,20,MediumFast,45,Flying,Field,15,5,10,149,0,0,0,0,0,2,WingedPokemonWithJaw
529,Drilbur,Drilbur,5,Ground,,60,85,40,30,45,68,0.3,1,8.5,0,70,0,0.5,1,263,0,1,31,0,0,0,0,2,20,20,MediumFast,120,Field,,20,6.7,13.4,66,0,1,0,0,0,0,BipedPokemonWithTail
530,Excadrill,Excadrill,5,Ground,Steel,110,135,60,50,65,88,0.7,1,40.4,0,70,0,0.5,2,263,1,0,0,0,0,0,0,5,20,20,MediumFast,60,Field,,20,6.7,13.4,178,0,2,0,0,0,0,BipedPokemonWithTail
531,Audino,Audino,5,Normal,,103,60,86,60,86,50,1.1,1,31,0,70,0,0.5,1,264,1,0,0,0,0,0,0,3,20,20,Fast,255,Fairy,,20,6.7,13.4,390,2,0,0,0,0,0,BipedPokemonWithTail
532,Timburr,Timburr,5,Fighting,,75,80,55,25,35,35,0.6,1,12.5,0,70,0,0.25,1,265,0,1,25,0,0,0,0,1,20,20,MediumSlow,180,HumanLike,,20,6.7,13.4,61,0,1,0,0,0,0,BipedPokemon
533,Gurdurr,Gurdurr,5,Fighting,,85,105,85,40,50,40,1.2,1,40,0,70,0,0.25,2,265,0,0,0,0,0,0,0,3,20,20,MediumSlow,90,HumanLike,,20,6.7,13.4,142,0,2,0,0,0,0,BipedPokemon
534,Conkeldurr,Conkeldurr,5,Fighting,,105,140,95,55,65,45,1.4,1,87,0,70,0,0.25,3,265,1,0,0,0,0,0,0,5,20,20,MediumSlow,45,HumanLike,,20,6.7,13.4,227,0,3,0,0,0,0,BipedPokemon
535,Tympole,Tympole,5,Water,,50,50,40,50,40,64,0.5,1,4.5,0,70,0,0.5,1,266,0,1,25,0,0,0,0,2,20,20,MediumSlow,255,Water1,,20,6.7,13.4,59,0,0,0,0,0,1,HeadPokemon
536,Palpitoad,Palpitoad,5,Water,Ground,75,65,55,65,55,69,0.8,1,17,0,70,0,0.5,2,266,0,1,36,0,0,0,0,4,20,20,MediumSlow,120,Water1,,20,6.7,13.4,134,2,0,0,0,0,0,BipedPokemonWithTail
537,Seismitoad,Seismitoad,5,Water,Ground,105,95,75,85,75,74,1.5,1,62,0,70,0,0.5,3,266,1,0,0,0,0,0,0,6,20,20,MediumSlow,45,Water1,,20,6.7,13.4,229,3,0,0,0,0,0,BipedPokemon
538,Throh,Throh,5,Fighting,,120,100,85,30,85,45,1.3,1,55.5,0,70,0,0,1,267,1,0,0,0,0,0,0,4,20,20,MediumFast,45,HumanLike,,20,6.7,13.4,163,2,0,0,0,0,0,BipedPokemon
